"","user_id","status_id","created_at","screen_name","text","source","lon","lat","Full Address","statename"
"1935","19041822","1101856256145403905",2019-03-02 14:46:17,"ainnj2","@DerekCressman ”there is a far greater risk of catching measles than Ebola, tuberculosis or influenza, as it is highly contagious. Likewise, it can be very hard to combat the disease, as there is no specific treatment apart from pre-emptive vaccination https://t.co/ojCjfiNeas”","Twitter for iPhone",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1936","790652192","1101853828356427776",2019-03-02 14:36:38,"RiesHunter","@MackayIM on GOFROC virus research and pushing toward stronger biological rationales with potentially pandemic pathogen research. 

“With it come fears of dark risks; we will either die from influenza without this research or die because of it.”

https://t.co/zOJh4geSY9","Twitter for iPhone",-89.4012302,43.0730517,"Grainger Hall of Business Administration, Madison, WI 53715, USA","Wisconsin"
"1937","3073000230","1101853154138714113",2019-03-02 14:33:58,"cecilianadie","@audirga Q. Social influenza itu apa","Twitter Web Client",-87.8242239,42.0557248,"2660 Golf Rd, Glenview, IL 60025, USA","Illinois"
"1939","2290024064","1101851136125009921",2019-03-02 14:25:56,"DanielBolnick","@WrightingApril I did a blog recently about solo parenting with influenza in the house:
https://t.co/yMZQcFgt4l","Twitter Web Client",-97.7340567,30.2849185,"2139 San Jacinto Blvd, Austin, TX 78712, USA","Texas"
"1940","869911946308530176","1101849859194306561",2019-03-02 14:20:52,"1grandmamean","OURBREAK IN ALMOST ALL STATES.  SEE MAP.
This flu map shows how the biggest influenza outbreak in years spread across the U.S. https://t.co/S3ifxgo2UD","Twitter Web Client",-89.3985283,40.6331249,"Deer Creek, IL 61733, USA","Illinois"
"1941","951196982185480193","1101843394379350018",2019-03-02 13:55:11,"FavoriteGoat","@El_Influenza Tell them to take it back!","Twitter for iPhone",-72.7863818,41.9532177,"17R E Granby Rd, Granby, CT 06035, USA","Connecticut"
"1942","951196982185480193","1101494648026083329",2019-03-01 14:49:23,"FavoriteGoat","@El_Influenza 😝","Twitter for iPhone",-72.7863818,41.9532177,"17R E Granby Rd, Granby, CT 06035, USA","Connecticut"
"1943","951196982185480193","1101493051334279174",2019-03-01 14:43:02,"FavoriteGoat","@El_Influenza And are afraid to get on airplanes without being drugged.","Twitter for iPhone",-72.7863818,41.9532177,"17R E Granby Rd, Granby, CT 06035, USA","Connecticut"
"1947","796857136915607553","1101832917674852352",2019-03-02 13:13:33,"Suscuss1","Or these viral diseases:
Chickenpox
Flu (influenza)
Herpes
Human immunodeficiency virus (HIV/AIDS)
Human papillomavirus (HPV)
Infectious mononucleosis
Mumps, measles and rubella
Shingles
Viral gastroenteritis (stomach flu)
Viral hepatitis
Viral meningitis
Viral pneumonia https://t.co/AAUouxkDUm","Twitter Web Client",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"1948","1208853571","1101830030848606209",2019-03-02 13:02:05,"val_lui","@marcoccccc Grazie Marco..Ciao!! Pensavo d'aver schivato influenza, ma....","Twitter Web Client",-83.6824384,42.0853204,"36 Tolan St, Milan, MI 48160, USA","Michigan"
"1949","1208853571","1101091521468813312",2019-02-28 12:07:30,"val_lui","@andreasso1951 Buon giovedì a te caro Andrea....preferisco magro!!😂😂Influenza a parte ammetto che ho perso il conto sul Carnevale....a parte il fatto che a Milano finisce dopo!😂😂 Ti auguro una serena giornata ...senza sinistroidi!!🤗🤗🤗","Twitter Web Client",-83.6824384,42.0853204,"36 Tolan St, Milan, MI 48160, USA","Michigan"
"1955","417470522","1101813178135134209",2019-03-02 11:55:07,"RealtyNetworkG","Slow start, but it's not over yet: 5 things to know about this year's #fluseason - https://t.co/SivYsMLtxE #influenza #flu #flushot #health #fluvaccine #diy #nepa","Hootsuite Inc.",-75.7085248,41.4886892,"620 Center St, Clarks Summit, PA 18411, USA","Pennsylvania"
"1956","809464518","1101807982411681792",2019-03-02 11:34:28,"markogeovani","@Jerry_Ratcliffe Or, sure it cures a common cold, but what does it do for influenza?","Twitter Web Client",-77.0469214,38.8048355,"628 King St, Alexandria, VA 22314, USA","Virginia"
"1957","987767998592311297","1101803110555504640",2019-03-02 11:15:06,"ChemiNoles","Paulino et al. ""Influenza A M2 Channel Clustering at High Protein/Lipid Ratios: Viral Budding Implications"" https://t.co/8uUJIXCrZj #FSU","Oliver Steinbock",-84.2807329,30.4382559,"198-100, FL-20, Tallahassee, FL 32301, United States","Florida"
"1959","894557452645085184","1101799448236027904",2019-03-02 11:00:33,"memprot_biophys","Influenza A M2 Channel Clustering at High Protein/Lipid Ratios: Viral Budding Implications. https://t.co/L21MV5DVd7 https://t.co/HTI6PYARM3","dlvr.it",-78.6568942,37.4315734,"Woolridge Rd, Dillwyn, VA 23936, USA","Virginia"
"1960","216490547","1101799322704928768",2019-03-02 11:00:03,"SolentNHSTrust","Feeling sneezy? Colds or flu can trigger your #asthma symptoms. If you haven’t had it already, the annual #flu vaccine is a great way to get yourself protected against #winterillness. It’s not too late. https://t.co/z3wvrptF5r","Buffer",-72.6624209,42.3471357,"37 Mary Jane Ln, Northampton, MA 01062, USA","Massachusetts"
"1966","447066134","1101736093165277184",2019-03-02 06:48:48,"arsalanhahsmi","@Rx_Ed Isn’t it that Pts at risk of complications of influenza still should get tamiflu ( after 48 hrs ), it will not decrease duration but will decrease symptom severity,","Twitter for iPhone",-73.9441579,40.6781784,"58 Brooklyn Ave, Brooklyn, NY 11216, USA","New York"
"1967","47655560","1101736062928474112",2019-03-02 06:48:41,"IceCubesLemon","@TheRynheart Omg. Another insane in the brain wannabe who needs attention! Stop. Without vaccines we would not exist!  Diseases like influenza measles smallpox wiped out generations of ppl. and it took years and years to get vaccines to prevent them.","Twitter for iPhone",-97.7430608,30.267153,"501 Congress Ave, Austin, TX 78701, USA","Texas"
"1968","617346600","1101718773076127744",2019-03-02 05:39:59,"isabellaabelsua","I’m still dying of influenza, but I’ve gotten high every night to help me sleep so you win some you lose some 🤷🏽‍♀️","Twitter for iPhone",-113.0618931,37.6774769,"5 N Main St, Cedar City, UT 84720, USA","Utah"
"1969","617346600","1101273101688496128",2019-03-01 00:09:02,"isabellaabelsua","Currently dying of the influenza virus but I refuse to go to the doctor because they’re just gonna prescribe me rest and a lollipop and charge me $167 after insurance","Twitter for iPhone",-113.0618931,37.6774769,"5 N Main St, Cedar City, UT 84720, USA","Utah"
"1975","145866024","1101713442682089473",2019-03-02 05:18:48,"kevmhud","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/QnipUZbNau","Facebook",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"1977","3199883021","1101711649373863937",2019-03-02 05:11:40,"felesiabowen","Awesome!!! @jimmyfallon just got his #Influenza vaccine from @DrOz live on the air. Good job Jimmy. Better late than never. We are still in flu season so it's all good. #prevention #VaccinesSaveLives #VaccinesWork","Twitter Web App",-81.1637245,33.836081,"4134 Fish Hatchery Rd, Gaston, SC 29053, USA","South Carolina"
"1978","3014208205","1101709559125680128",2019-03-02 05:03:22,"barbzhomes","Worried about my grandson 11 months old just tested and has influenza.  He is very sick. I know it has to run its course but worries me.  Prayers for him to get well soon!","Facebook",-122.4442906,47.2528768,"591 S 11th St, Tacoma, WA 98405, USA","Washington"
"1979","1120634478","1101700385281069057",2019-03-02 04:26:55,"T0M0_K0NG","@0micronGaming @Aspiration individuals vaccinated with live virus vaccines such as MMR (measles, mumps and rubella), rotavirus, chicken pox, shingles and influenza can shed the virus for many weeks or months afterwards and infect the vaccinated and unvaccinated alike.1,2,3,4,5,6,7 https://t.co/I71tBzmSLf","Twitter Web App",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"1983","1045904512471322625","1101685593543589888",2019-03-02 03:28:08,"evancherpeski","@persisting2017 @ChellieMy @KassandraSeven @ProudResister In 2016 in the US, there were ""a total of 85 laboratory-confirmed influenza-associated pediatric deaths."" Measles killed 110,000 people globally in 2017, mostly children under 5. Go be pro-plague somewhere else.","Twitter Web Client",-119.7674034,39.1637984,"100 W 2nd St, Carson City, NV 89701, USA","Nevada"
"1984","2305668600","1101684192080003072",2019-03-02 03:22:34,"riadejaneiro_","@legendofmaddy Can you mail me an influenza tissue after Mardi Gras ty","Twitter for iPhone",-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA","Missouri"
"1985","839654580065603584","1101682014112149510",2019-03-02 03:13:55,"sw1ssmystery","@AdamRodmanMD Have you done any episodes on influenza and pneumonia? I had influenza A which triggered pneumonia. The two experiences for me are very different, and I’d love insight into how doctors identified each disease in history and developed treatments for them.","Twitter for iPhone",-78.4766781,38.0293059,"24 7th St NE, Charlottesville, VA 22902, USA","Nebraska"
"1986","445879553","1101681593247301632",2019-03-02 03:12:14,"Rx_Ed","Oi! Shame on them!
Remember, oseltamivir (oral), peramivir (parenteral), and zanamivir (inhalation) should only be given if symptom duration is LESS than 48 hours. None of them lower flu mortality. Also, rapid antigen test can NOT be used to rule out influenza (low sensitivity). https://t.co/EtuTftEw2o","Twitter for iPad",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"1987","85227160","1101679484489682944",2019-03-02 03:03:51,"gorskon","Quoth @WHO: ""Some of the exciting areas in TCM research include the therapeutic potential of herbal remedies against influenza, cancer, diabetes, and cardiovascular diseases; the exploration of gut microbiota-targeted dietary interventions against chronic inflammation..."" 18/","Twitter Web Client",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"1988","3231205985","1101678096112119809",2019-03-02 02:58:20,"G2Disrupt","ED says this is multi-focal PNA for a patient with influenza A.  What do you all think 🤔?  I am more concerned for something else more serious. https://t.co/zdFna6cQmi","Twitter for iPhone",-76.6121893,39.2903848,"201 E Fayette St, Baltimore, MD 21202, USA","Maryland"
"1990","1095652653860818946","1101675379138461697",2019-03-02 02:47:33,"DeschaineJustin","With no link of miscarriage during the influenza season, which normally runs from October to February, this can further assist mothers. https://t.co/DvL74ru8Yg","Twitter for Android",-73.087749,41.6032207,"622 Buckingham St, Watertown, CT 06779, USA","Connecticut"
"1993","116289807","1101668464442269696",2019-03-02 02:20:04,"SNCCLA","Flu Shots and Miscarriages Are Un-Related Says CDC — Precision Vaccinations https://t.co/s5sSkiTE5t What crap - CDC can't hide manipulated numbers. Let's compare 1 vaccine to 2 vaccines and report the insignificant difference, claiming safety.","Hootsuite Inc.",-118.2436849,34.0522342,"106 W 1st St, Los Angeles, CA 90012, USA","California"
"1994","836654928235896833","1101665675494461440",2019-03-02 02:08:59,"IllinoisRx","Girl, 14, is First San Diego County Child to Die From Flu This Season - https://t.co/Xk8FtyC1YD","Zapier.com",-89.3985283,40.6331249,"Deer Creek, IL 61733, USA","Illinois"
"1995","16372782","1101663812506271744",2019-03-02 02:01:35,"kristinsullivan","@RobBecker_ I said sick, not the flu. Guess you never heard of non-specific effects? Sigh. Increased Risk of Noninfluenza Respiratory Virus Infections Associated With Receipt of Inactivated Influenza Vaccine.
https://t.co/wR7sBgI0zx https://t.co/XbvF3iOLdP","Twitter Web Client",-93.0899578,44.9537029,"594 Wacouta St, St Paul, MN 55101, USA","Minnesota"
"1997","26133666","1101663231184199681",2019-03-02 01:59:16,"Carla_YourAgent","Migraine city again.  Detoxing diet.  Reviewing blueprints.  Recouping from influenza 

Body saying ... I’m done... I need a break!","Facebook",-82.1575843,28.1814008,"1635 Paul S Buchman Hwy, Zephyrhills, FL 33540, USA","Florida"
"1998","119205492","1101662125750132736",2019-03-02 01:54:53,"BystanderBill","I have influenza and a kidney stone, fuck #MyTwitterAnniversary https://t.co/bMTNhmrkg1","Twitter for iPhone",-88.2667534,42.333355,"404 N Green St, McHenry, IL 60050, USA","Illinois"
"1999","28984379","1101650720875409408",2019-03-02 01:09:34,"Dr_Anonymous33","@ariesjill Pretty sure influenza listens. Don’t say that or you’ll get infected!","Twitter for iPhone",-95.3698028,29.7604267,"998 Bagby St, Houston, TX 77002, USA","Texas"
"2000","28984379","1101660870793457664",2019-03-02 01:49:54,"Dr_Anonymous33","@ariesjill Tell influenza that and see what happens ;)","Twitter for iPhone",-95.3698028,29.7604267,"998 Bagby St, Houston, TX 77002, USA","Texas"
"2002","342357470","1101660020763176965",2019-03-02 01:46:31,"erin_frost_art","@Sawbones Influenza. Pretty sure y’all were talking about Influenza.","Twitter Web App",-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA","New York"
"2006","33023829","1101655453186940928",2019-03-02 01:28:22,"maestraw","Dr. Roscoe’s today. Dx? Influenza A. Poor baby! https://t.co/qb2ZRZx4jC","Twitter for iPhone",-86.1349019,40.2671941,"6015 W 250 S, Tipton, IN 46072, USA","Indiana"
"2007","3322738940","1101654371207655425",2019-03-02 01:24:04,"jacy_gollee","So far 2019 is going great! I’ve caught strep and influenza and broke my hand, but hey I’m happy! #thankful #living #teacherproblems","Twitter for iPhone",-99.3267702,38.8791783,"109 W 19th St, Hays, KS 67601, USA","Kansas"
"2009","1101187638185418752","1101652798071021569",2019-03-02 01:17:49,"mlktpmsnh","I guess this is the chance for me to go back to doing actual virology stuff on seasonal influenza","Twitter for Android",-77.6088465,43.1565779,"126 St Paul St, Rochester, NY 14604, USA","New York"
"2010","770656948538650624","1101652058053083136",2019-03-02 01:14:53,"Toto_Beans","My dad has influenza A and I’m starting to feel weak too. Smfh","Twitter for iPhone",-104.7091322,40.4233142,"909-919 19th Ave, Greeley, CO 80631, USA","Colorado"
"2014","887045122013245440","1101646998070013952",2019-03-02 00:54:46,"alexa_springer","@KylaHansen10 damn influenza 🙁","Twitter for iPhone",-93.097702,41.8780025,"3291 Hart Ave, Melbourne, IA 50162, USA","Iowa"
"2016","78372558","1101644066066964480",2019-03-02 00:43:07,"westloopvet","DOG FLU INFORMATION

March is typically the month we begin to see cases of Canine Influenza Virus (Dog Flu) in our area. West Loop Veterinary Care was at ground zero during the initial outbreak of the disease which sickened thousands of dogs, with... https://t.co/Dn3nge4W45","Facebook",-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA","Illinois"
"2017","141671276","1101643910529601536",2019-03-02 00:42:30,"el_yardo","@hdighn @El_Influenza @iHateILLINnazis I am humbled. Thank you!","Twitter for Android",-98.4936282,29.4241219,"159 Dolorosa, San Antonio, TX 78205, USA","Texas"
"2018","137878535","1101640821646995457",2019-03-02 00:30:14,"baerbelsmile","So kannst du einer Grippe vorbeugen 
https://t.co/UI1VDEJn7G","SocialOomph",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"2019","137878535","1100908508235661313",2019-02-28 00:00:16,"baerbelsmile","Influenza and the common cold – two different diseases
https://t.co/Nt17eyBB0P","SocialOomph",-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA","Kansas"
"2020","916752574686154753","1101638978669817856",2019-03-02 00:22:54,"lanadelyeezus__","Influenza A.. ugh","Twitter for iPhone",-101.2922906,48.2329668,"25 E Burdick Expy, Minot, ND 58701, USA","North Dakota"
